#{"t_start": 1624598718.1383188, "env_id": null}
r,l,t
14.356128,201,813.792123
56.60815,201,813.792136
-5.187067,201,813.792149
12.384817,201,813.792162
-11.254069,201,813.792175
-23.506273,201,813.792187
-60.904884,201,813.7922
15.916902,201,813.792212
65.34188,201,813.792225
28.810093,201,813.792238
14.6849985,201,813.792251
0.1493361,201,813.792263
16.395252,201,813.792276
-60.09734,201,813.792289
-17.503717,201,813.792302
43.577835,201,831.27894
-76.18512,201,831.279033
-19.686726,201,831.279058
-45.423218,201,831.27908
-9.81366,201,831.279099
-27.289745,201,831.279118
18.67963,201,831.279138
143.3722,201,831.279157
-9.579943,201,831.279177
44.284798,201,831.279197
4.3976274,201,831.279217
66.18488,201,831.279236
181.68391,201,831.279255
18.636734,201,831.279274
52.31174,201,831.279315
40.053642,201,831.279335
72.447334,201,831.279354
91.27411,201,831.279373
-4.7122316,201,831.279392
11.248769,201,831.279413
97.323845,201,848.321915
43.15455,201,848.322017
-23.819788,201,848.322054
43.10287,201,848.322086
78.36029,201,848.322116
-7.3785577,201,848.322145
27.016233,201,848.322174
-63.614944,201,848.322205
1.2769158,201,848.322234
10.472352,201,848.322263
13.644533,201,848.32229
-28.577486,201,848.322339
10.294767,201,848.322369
26.471878,201,848.322398
-28.774673,201,848.322427
139.83104,201,848.322454
15.170008,201,848.322481
30.018625,201,848.322507
-4.186897,201,848.322535
71.69334,201,848.322562
20.209538,201,866.115055
-3.5813966,201,866.115136
41.841255,201,866.115153
0.18984595,201,866.115166
183.25768,201,866.115179
20.248493,201,866.115192
49.545746,201,866.115205
1.1790446,201,866.115217
-41.272785,201,866.11523
7.6040506,201,866.115243
-11.585335,201,866.115256
49.609535,201,866.115268
-29.869028,201,866.11528
-38.946507,201,866.115293
-74.2367,201,866.115305
41.534557,201,866.115317
48.953712,201,866.115329
10.771867,201,866.115341
-6.298592,201,866.115354
0.0028542005,201,866.115366
98.11691,201,883.26527
146.95937,201,883.265362
-38.639046,201,883.265388
125.904686,201,883.265409
17.002117,201,883.26543
45.114635,201,883.265452
-105.33788,201,883.265475
103.71123,201,883.265496
-30.88701,201,883.265518
154.02692,201,883.265539
-12.846638,201,883.26556
54.983887,201,883.26558
-8.724154,201,883.265601
-5.8477864,201,883.265623
41.053165,201,883.265646
32.897186,201,883.265669
7.247663,201,883.26569
32.651943,201,883.265711
59.839375,201,883.265731
