Date,Open,High,Low,Close,Adj Close,Volume
1993-03-11,45.71875,45.84375,45.5,45.5625,26.841478000000002,70900
1993-03-12,45.1875,45.21875,44.8125,45.09375,26.56535,643600
1993-03-15,45.0625,45.3125,45.0625,45.3125,26.694214000000002,310800
1993-03-16,45.3125,45.4375,45.3125,45.3125,26.694214000000002,30800
1993-03-17,45.25,45.25,44.96875,45.03125,26.528516999999997,21800
1993-03-18,45.21875,45.5,45.21875,45.3125,26.694214000000002,59300
1993-03-19,45.28125,45.28125,45.03125,45.03125,26.653803000000003,66900
1993-03-22,44.59375,44.875,44.5625,44.78125,26.505846000000002,183400
1993-03-23,44.90625,44.9375,44.8125,44.875,26.561325,55200
1993-03-24,44.8125,45.0625,44.59375,44.875,26.561325,37200
1993-03-25,44.90625,45.25,44.84375,45.15625,26.727804,110100
1993-03-26,45.125,45.15625,44.875,44.90625,26.579815000000004,101500
1993-03-29,44.9375,45.3125,44.9375,45.09375,26.690807,87100
1993-03-30,45.15625,45.21875,45.09375,45.21875,26.764803000000004,56000
1993-03-31,45.34375,45.46875,45.1875,45.1875,26.746304,111600
1993-04-01,45.25,45.25,44.9375,45.03125,26.653803000000003,129500
1993-04-02,44.65625,44.65625,44.09375,44.09375,26.098917,59400
1993-04-05,44.4375,44.4375,44.1875,44.3125,26.228385999999997,172200
1993-04-06,44.40625,44.40625,44.0625,44.1875,26.154411,129700
1993-04-07,44.25,44.34375,44.15625,44.34375,26.246874,28000
1993-04-08,44.53125,44.53125,44.09375,44.28125,26.209898000000003,180800
1993-04-12,44.71875,44.9375,44.65625,44.90625,26.579815000000004,348500
1993-04-13,44.875,45.15625,44.84375,45.0,26.635313,146100
1993-04-14,45.03125,45.0625,44.90625,44.9375,26.598321999999996,119600
1993-04-15,44.90625,45.03125,44.75,44.9375,26.598321999999996,148600
1993-04-16,44.96875,45.03125,44.875,44.9375,26.598321999999996,47900
1993-04-19,44.9375,45.0625,44.71875,44.75,26.487343,157000
1993-04-20,44.6875,44.75,44.25,44.53125,26.357870000000002,279500
1993-04-21,44.625,44.625,44.375,44.5,26.339361,67900
1993-04-22,44.3125,44.6875,43.9375,43.9375,26.006426,97700
1993-04-23,43.84375,43.96875,43.6875,43.75,25.895456,106000
1993-04-26,43.78125,43.9375,43.28125,43.40625,25.691979999999997,62600
1993-04-27,43.34375,43.875,43.34375,43.875,25.96944,156800
1993-04-28,43.8125,43.90625,43.71875,43.78125,25.913935000000002,85900
1993-04-29,43.875,43.96875,43.625,43.96875,26.024936999999998,85000
1993-04-30,44.125,44.28125,44.03125,44.03125,26.061916,88500
1993-05-03,44.09375,44.3125,43.90625,44.3125,26.228385999999997,80500
1993-05-04,44.40625,44.625,44.34375,44.46875,26.320871,149100
1993-05-05,44.46875,44.75,44.46875,44.59375,26.394857000000002,109000
1993-05-06,44.53125,44.5625,44.40625,44.4375,26.302384999999997,54700
1993-05-07,44.46875,44.46875,44.28125,44.34375,26.246874,68000
1993-05-10,44.40625,44.6875,44.40625,44.4375,26.302384999999997,113900
1993-05-11,44.4375,44.625,44.3125,44.625,26.413349,42600
1993-05-12,44.4375,44.59375,44.4375,44.5625,26.376389,31000
1993-05-13,44.375,44.375,44.0,44.03125,26.061916,129100
1993-05-14,44.03125,44.15625,43.96875,44.0,26.043426999999998,63500
1993-05-17,44.125,44.15625,43.9375,44.15625,26.135897,34000
1993-05-18,44.1875,44.21875,43.96875,44.125,26.117410999999997,105200
1993-05-19,44.125,45.03125,43.84375,45.03125,26.653803000000003,50200
1993-05-20,45.03125,45.15625,44.9375,45.15625,26.727804,98200
1993-05-21,45.1875,45.25,44.71875,44.75,26.487343,221400
1993-05-24,44.84375,45.09375,44.84375,44.9375,26.598321999999996,30500
1993-05-25,45.125,45.125,45.03125,45.03125,26.653803000000003,191800
1993-05-26,45.15625,45.625,45.125,45.59375,26.98675,102400
1993-05-27,45.65625,45.65625,45.375,45.4375,26.894283,53800
1993-05-28,45.40625,45.40625,45.0,45.21875,26.764803000000004,79100
1993-06-01,45.375,45.8125,45.3125,45.65625,27.023746000000003,28300
1993-06-02,45.53125,45.75,45.34375,45.59375,26.98675,20300
1993-06-03,45.5,45.5,45.34375,45.4375,26.894283,21600
1993-06-04,45.3125,45.3125,45.09375,45.28125,26.801790000000004,32000
1993-06-07,45.375,45.375,45.125,45.125,26.709298999999998,121400
1993-06-08,45.0,45.0,44.71875,44.71875,26.468836,104500
1993-06-09,44.875,45.0625,44.8125,44.875,26.561325,43300
1993-06-10,44.84375,44.9375,44.75,44.90625,26.579815000000004,17900
1993-06-11,45.0625,45.15625,44.90625,45.09375,26.690807,647400
1993-06-14,45.15625,45.1875,45.03125,45.03125,26.653803000000003,64200
1993-06-15,45.09375,45.125,44.9375,44.9375,26.598321999999996,142400
1993-06-16,44.9375,45.03125,44.8125,45.03125,26.653803000000003,330900
1993-06-17,45.125,45.1875,45.03125,45.1875,26.746304,37400
1993-06-18,44.84375,44.84375,44.5,44.5,26.526042999999998,58500
1993-06-21,44.625,44.625,44.53125,44.59375,26.58193,29300
1993-06-22,44.65625,44.65625,44.5625,44.625,26.600544,137500
1993-06-23,44.625,44.625,44.21875,44.21875,26.35837,227600
1993-06-24,44.34375,44.8125,44.34375,44.8125,26.712313,243700
1993-06-25,44.78125,44.90625,44.75,44.78125,26.693693,44800
1993-06-28,45.0,45.28125,44.9375,45.28125,26.991745,439900
1993-06-29,45.21875,45.21875,45.0,45.0625,26.861340999999996,207500
1993-06-30,45.125,45.21875,45.0,45.0625,26.861340999999996,437600
1993-07-01,45.125,45.125,44.875,44.9375,26.786833,605700
1993-07-02,44.78125,44.8125,44.53125,44.6875,26.6378,285400
1993-07-06,44.625,44.75,44.15625,44.21875,26.35837,246400
1993-07-07,44.1875,44.40625,44.1875,44.34375,26.432894,343700
1993-07-08,44.375,44.9375,44.3125,44.84375,26.730954999999998,248200
1993-07-09,44.84375,44.96875,44.75,44.96875,26.805462,378200
1993-07-12,44.90625,44.96875,44.84375,44.9375,26.786833,373700
1993-07-13,44.96875,45.09375,44.65625,44.90625,26.76819,389600
1993-07-14,44.9375,45.1875,44.90625,45.0625,26.861340999999996,617300
1993-07-15,45.03125,45.03125,44.78125,44.875,26.749569,443800
1993-07-16,44.90625,44.9375,44.6875,44.75,26.67506,216400
1993-07-19,44.75,44.75,44.59375,44.71875,26.656421999999996,188200
1993-07-20,44.6875,44.84375,44.46875,44.84375,26.730954999999998,68500
1993-07-21,44.78125,44.8125,44.65625,44.8125,26.712313,142700
1993-07-22,44.75,44.8125,44.5,44.5,26.526042999999998,632400
1993-07-23,44.59375,44.71875,44.5625,44.71875,26.656421999999996,286200
1993-07-26,44.84375,45.0625,44.84375,44.96875,26.805462,121300
1993-07-27,45.0,45.03125,44.78125,44.9375,26.786833,92800
1993-07-28,44.84375,44.9375,44.78125,44.84375,26.730954999999998,30800
1993-07-29,44.9375,45.21875,44.875,45.09375,26.879974,331000
1993-07-30,45.09375,45.09375,44.78125,44.84375,26.730954999999998,75300
1993-08-02,44.90625,45.125,44.90625,44.96875,26.805462,41300
1993-08-03,45.0625,45.1875,44.84375,45.0,26.824083,81600
1993-08-04,45.0,45.09375,44.875,45.0,26.824083,434000
1993-08-05,45.0,45.0,44.84375,44.90625,26.76819,36800
1993-08-06,45.03125,45.0625,44.90625,44.96875,26.805462,402300
1993-08-09,45.09375,45.34375,45.0,45.21875,26.954494,828200
1993-08-10,45.1875,45.21875,45.125,45.1875,26.935854,604900
1993-08-11,45.15625,45.3125,45.15625,45.1875,26.935854,542200
1993-08-12,45.3125,45.3125,44.90625,45.0625,26.861340999999996,303700
1993-08-13,45.09375,45.15625,45.09375,45.125,26.898591999999997,103500
1993-08-16,45.15625,45.5,45.15625,45.375,27.047621000000003,241800
1993-08-17,45.34375,45.53125,45.34375,45.53125,27.140765999999996,369300
1993-08-18,45.6875,45.875,45.65625,45.78125,27.289783,414300
1993-08-19,45.8125,45.8125,45.71875,45.78125,27.289783,28500
1993-08-20,45.6875,45.8125,45.65625,45.8125,27.308407,80700
1993-08-23,45.625,45.75,45.625,45.71875,27.252527,15600
1993-08-24,45.71875,46.21875,45.71875,46.21875,27.550568,273400
1993-08-25,46.21875,46.4375,46.15625,46.25,27.569208000000003,242300
1993-08-26,46.28125,46.53125,46.09375,46.28125,27.587828000000002,120000
1993-08-27,46.15625,46.25,46.15625,46.25,27.569208000000003,25700
1993-08-30,46.28125,46.5,46.28125,46.4375,27.680962,183500
1993-08-31,46.40625,46.5625,46.34375,46.5625,27.755482,66500
1993-09-01,46.40625,46.59375,46.40625,46.5,27.718225,136500
1993-09-02,46.53125,46.59375,46.3125,46.34375,27.62508,472400
1993-09-03,46.3125,46.4375,46.25,46.375,27.643704999999997,630500
1993-09-07,46.375,46.4375,46.0,46.0625,27.457435999999998,196400
1993-09-08,46.0625,46.0625,45.59375,45.90625,27.364307,269900
1993-09-09,45.71875,46.03125,45.71875,46.0,27.420183,239200
1993-09-10,46.125,46.4375,46.0625,46.40625,27.662340000000004,106500
1993-09-13,46.5625,46.5625,46.4375,46.4375,27.680962,66900
1993-09-14,46.3125,46.3125,46.09375,46.25,27.569208000000003,184500
1993-09-15,46.0625,46.40625,45.90625,46.375,27.643704999999997,101000
1993-09-16,46.3125,46.34375,46.15625,46.1875,27.531944,54300
1993-09-17,45.875,45.90625,45.75,45.8125,27.478566999999998,200900
1993-09-20,45.875,45.96875,45.4375,45.4375,27.253635,57800
1993-09-21,45.5,45.5625,44.8125,45.28125,27.159912,318200
1993-09-22,45.4375,45.71875,45.375,45.65625,27.384834,439700
1993-09-23,45.78125,45.9375,45.71875,45.90625,27.534798,88500
1993-09-24,45.84375,45.875,45.71875,45.78125,27.459815999999996,53500
1993-09-27,46.125,46.28125,46.125,46.28125,27.759724,274600
1993-09-28,46.3125,46.3125,46.15625,46.1875,27.703505,158300
1993-09-29,46.1875,46.3125,45.96875,46.03125,27.609768,221000
1993-09-30,46.03125,46.125,45.84375,45.9375,27.553539,99300
1993-10-01,45.875,46.21875,45.8125,46.15625,27.684744,22700
1993-10-04,46.21875,46.21875,46.09375,46.21875,27.722233000000003,1038500
1993-10-05,46.3125,46.3125,46.0,46.15625,27.684744,436500
1993-10-06,46.1875,46.375,46.125,46.125,27.666003999999997,209200
1993-10-07,46.1875,46.1875,45.96875,46.0,27.591022,59400
1993-10-08,46.125,46.15625,45.71875,46.0625,27.628521000000003,54400
1993-10-11,46.15625,46.25,46.15625,46.15625,27.684744,467100
1993-10-12,46.21875,46.25,46.1875,46.21875,27.722233000000003,26200
1993-10-13,46.25,46.25,46.15625,46.21875,27.722233000000003,139100
1993-10-14,46.40625,46.8125,46.28125,46.8125,28.078362,108100
1993-10-15,47.03125,47.15625,46.90625,47.0625,28.228321,1502500
1993-10-18,47.03125,47.03125,46.875,46.9375,28.153351,722400
1993-10-19,46.875,46.96875,46.59375,46.59375,27.947165999999996,880100
1993-10-20,46.75,46.75,46.5625,46.65625,27.984636,230400
1993-10-21,46.6875,46.6875,46.53125,46.59375,27.947165999999996,56200
1993-10-22,46.65625,46.84375,46.375,46.375,27.815946999999998,390700
1993-10-25,46.40625,46.5625,46.28125,46.5,27.890929999999997,114500
1993-10-26,46.46875,46.5,46.3125,46.46875,27.872175,186200
1993-10-27,46.40625,46.53125,46.40625,46.5,27.890929999999997,118400
1993-10-28,46.5625,46.96875,46.5625,46.84375,28.097107,129600
1993-10-29,46.8125,46.875,46.78125,46.84375,28.097107,80700
1993-11-01,46.78125,47.0,46.78125,46.96875,28.172078999999997,36400
1993-11-02,46.90625,47.0,46.65625,46.9375,28.153351,262100
1993-11-03,46.90625,46.90625,46.125,46.34375,27.797210999999997,479100
1993-11-04,46.34375,46.34375,45.8125,45.84375,27.497298999999998,130400
1993-11-05,45.71875,46.0625,45.53125,46.0625,27.628521000000003,363200
1993-11-08,46.09375,46.25,45.96875,46.125,27.666003999999997,367600
1993-11-09,46.4375,46.46875,46.125,46.15625,27.684744,246900
1993-11-10,46.15625,46.5,46.03125,46.5,27.890929999999997,46500
1993-11-11,46.5,46.625,46.34375,46.375,27.815946999999998,88900
1993-11-12,46.46875,46.75,46.4375,46.59375,27.947165999999996,108200
1993-11-15,46.6875,46.6875,46.4375,46.5625,27.928410999999997,243300
1993-11-16,46.65625,46.8125,46.46875,46.78125,28.059628999999997,492600
1993-11-17,46.8125,46.8125,46.40625,46.53125,27.909665999999998,39600
1993-11-18,46.46875,46.5625,46.28125,46.40625,27.834690000000002,240800
1993-11-19,46.25,46.375,46.21875,46.3125,27.778465,106000
1993-11-22,46.1875,46.21875,45.875,46.03125,27.609768,165300
1993-11-23,46.28125,46.3125,46.03125,46.28125,27.759724,89700
1993-11-24,46.40625,46.5,46.34375,46.46875,27.872175,77200
1993-11-26,46.59375,46.59375,46.46875,46.5,27.890929999999997,1019800
1993-11-29,46.625,46.71875,46.3125,46.3125,27.778465,517500
1993-11-30,46.28125,46.5625,46.25,46.34375,27.797210999999997,230000
1993-12-01,46.59375,46.625,46.40625,46.40625,27.834690000000002,379200
1993-12-02,46.5,46.5625,46.40625,46.53125,27.909665999999998,352000
1993-12-03,46.5,46.71875,46.5,46.71875,28.022135,306000
1993-12-06,46.78125,46.9375,46.78125,46.875,28.115839,99500
1993-12-07,46.875,46.90625,46.78125,46.84375,28.097107,88800
1993-12-08,46.84375,46.84375,46.78125,46.84375,28.097107,146700
1993-12-09,46.84375,46.90625,46.625,46.6875,28.003384000000004,416500
1993-12-10,46.71875,46.71875,46.5,46.59375,27.947165999999996,412900
1993-12-13,46.59375,46.875,46.53125,46.875,28.115839,273200
1993-12-14,46.90625,46.90625,46.53125,46.53125,27.909665999999998,41900
1993-12-15,46.59375,46.625,46.46875,46.46875,27.872175,82600
1993-12-16,46.65625,46.65625,46.5625,46.625,27.965914,78200
1993-12-17,46.40625,46.59375,46.375,46.5625,28.119587,104700
1993-12-20,46.53125,46.65625,46.5,46.625,28.157334999999996,68800
1993-12-21,46.5625,46.5625,46.40625,46.46875,28.062981,205700
1993-12-22,46.59375,46.8125,46.5,46.78125,28.251717,410300
1993-12-23,46.75,46.84375,46.6875,46.75,28.232845,533800
1993-12-27,46.75,47.0,46.75,47.0,28.383814,447100
1993-12-28,46.96875,47.125,46.9375,47.09375,28.440428000000004,880600
1993-12-29,47.125,47.15625,47.0,47.03125,28.40267,266700
1993-12-30,47.0,47.0,46.75,46.84375,28.289469,219900
1993-12-31,46.9375,47.0,46.5625,46.59375,28.138471999999997,312900
1994-01-03,46.59375,46.65625,46.40625,46.46875,28.062981,960900
1994-01-04,46.53125,46.65625,46.46875,46.65625,28.176218,164300
1994-01-05,46.71875,46.78125,46.53125,46.75,28.232845,710900
1994-01-06,46.8125,46.84375,46.6875,46.75,28.232845,201000
1994-01-07,46.84375,47.0625,46.71875,47.03125,28.40267,775500
1994-01-10,47.09375,47.59375,46.96875,47.59375,28.742371000000002,593700
1994-01-11,47.5625,47.5625,47.34375,47.5,28.685765999999997,295200
1994-01-12,47.53125,47.53125,47.1875,47.34375,28.591408,158400
1994-01-13,47.21875,47.3125,47.15625,47.21875,28.515926,244300
1994-01-14,47.375,47.5,47.375,47.40625,28.629153999999996,137200
1994-01-17,47.40625,47.46875,47.3125,47.40625,28.629153999999996,17700
1994-01-18,47.46875,47.53125,47.375,47.46875,28.666892999999998,166400
1994-01-19,47.40625,47.46875,47.25,47.34375,28.591408,200800
1994-01-20,47.40625,47.5,47.375,47.46875,28.666892999999998,281100
1994-01-21,47.53125,47.53125,47.34375,47.375,28.610273,85600
1994-01-24,47.34375,47.5625,47.1875,47.1875,28.497049,373800
1994-01-25,47.21875,47.25,47.09375,47.1875,28.497049,310400
1994-01-26,47.1875,47.34375,47.125,47.3125,28.572531,145100
1994-01-27,47.40625,47.8125,47.34375,47.75,28.836733000000002,344500
1994-01-28,47.9375,48.03125,47.875,47.875,28.912218,356500
1994-01-31,48.0625,48.3125,48.0,48.21875,29.119831,313800
1994-02-01,48.15625,48.15625,47.90625,47.96875,28.968853000000003,303600
1994-02-02,48.125,48.28125,48.09375,48.28125,29.157567999999998,307600
1994-02-03,48.1875,48.1875,47.90625,48.0625,29.025472999999998,466100
1994-02-04,48.0625,48.125,46.96875,46.96875,28.364937,1403200
1994-02-07,46.84375,47.3125,46.84375,47.1875,28.497049,516400
1994-02-08,47.28125,47.28125,47.03125,47.21875,28.515926,188200
1994-02-09,47.25,47.4375,47.1875,47.40625,28.629153999999996,144600
1994-02-10,47.375,47.40625,47.0,47.0,28.383814,883900
1994-02-11,47.03125,47.28125,46.8125,47.15625,28.478170000000002,519400
1994-02-14,47.0625,47.375,47.0,47.21875,28.515926,2742100
1994-02-15,47.3125,47.5,47.25,47.46875,28.666892999999998,374700
1994-02-16,47.53125,47.53125,47.34375,47.4375,28.648026,287600
1994-02-17,47.65625,47.6875,47.03125,47.15625,28.478170000000002,342400
1994-02-18,47.1875,47.21875,46.75,46.875,28.308331,313300
1994-02-22,47.0,47.34375,47.0,47.34375,28.591408,154500
1994-02-23,47.40625,47.4375,47.0625,47.21875,28.515926,391700
1994-02-24,47.0625,47.0625,46.5625,46.59375,28.138471999999997,770800
1994-02-25,46.65625,46.8125,46.5625,46.8125,28.270565,531300
1994-02-28,46.9375,47.0625,46.8125,46.8125,28.270565,333000
1994-03-01,46.8125,46.90625,46.375,46.625,28.157334999999996,423600
1994-03-02,46.03125,46.6875,45.90625,46.6875,28.195089000000003,581500
1994-03-03,46.625,46.625,46.4375,46.5625,28.119587,223200
1994-03-04,46.5625,46.8125,46.40625,46.6875,28.195089000000003,595800
1994-03-07,46.84375,47.0,46.84375,46.9375,28.346072999999997,539800
1994-03-08,46.96875,46.96875,46.6875,46.75,28.232845,880300
1994-03-09,46.8125,47.0,46.59375,46.96875,28.364937,2500100
1994-03-10,46.9375,46.9375,46.4375,46.59375,28.138471999999997,207400
1994-03-11,46.65625,46.90625,46.40625,46.84375,28.289469,576600
1994-03-14,47.03125,47.03125,46.84375,46.90625,28.327208000000002,345900
1994-03-15,47.0,47.09375,46.84375,46.875,28.308331,748600
1994-03-16,46.9375,47.25,46.78125,47.25,28.534777000000002,455500
1994-03-17,47.09375,47.3125,47.09375,47.25,28.534777000000002,133000
1994-03-18,46.75,47.03125,46.71875,46.96875,28.528551,365500
1994-03-21,46.8125,46.9375,46.71875,46.84375,28.452646,324800
1994-03-22,46.84375,47.0625,46.75,46.96875,28.528551,435700
1994-03-23,46.9375,47.0625,46.90625,46.9375,28.509583000000003,698500
1994-03-24,46.75,46.84375,46.15625,46.375,28.167919,1200500
1994-03-25,46.40625,46.53125,45.9375,45.9375,27.902195000000003,100900
1994-03-28,46.0,46.0625,45.59375,46.0,27.940141999999998,1117200
1994-03-29,46.0,46.03125,45.09375,45.09375,27.3897,338400
1994-03-30,45.125,45.25,44.46875,44.46875,27.010063,1123900
1994-03-31,44.46875,44.6875,43.53125,44.59375,27.086002,788800
1994-04-04,43.34375,44.03125,43.34375,43.90625,26.668411,2627300
1994-04-05,44.34375,44.8125,44.34375,44.8125,27.218857,1179000
1994-04-06,44.875,44.90625,44.5,44.8125,27.218857,516500
1994-04-07,44.78125,45.125,44.53125,45.03125,27.351727,666100
1994-04-08,44.9375,44.9375,44.46875,44.6875,27.142940999999997,242400
1994-04-11,44.8125,45.0625,44.703125,44.875,27.256828000000002,203300
1994-04-12,44.921875,45.0,44.71875,44.8125,27.218857,1409200
1994-04-13,44.796875,44.90625,44.25,44.578125,27.076509,364100
1994-04-14,44.5,44.828125,44.40625,44.59375,27.086002,419900
1994-04-15,44.578125,44.78125,44.515625,44.59375,27.086002,387300
1994-04-18,44.640625,44.765625,44.15625,44.296875,26.905671999999996,369100
1994-04-19,44.25,44.53125,43.984375,44.359375,26.943632,472200
1994-04-20,44.40625,44.515625,44.078125,44.3125,26.915159000000003,508000
1994-04-21,44.5,44.96875,44.34375,44.90625,27.275812,200300
1994-04-22,45.015625,45.046875,44.734375,44.859375,27.247339,301800
1994-04-25,44.84375,45.359375,44.84375,45.328125,27.532055,394600
1994-04-26,45.265625,45.34375,45.1875,45.28125,27.503584000000004,399000
1994-04-28,45.1875,45.25,44.8125,44.953125,27.304278999999998,287000
1994-04-29,44.875,45.15625,44.8125,45.09375,27.3897,481900
1994-05-02,45.09375,45.71875,44.9375,45.375,27.56052,275000
1994-05-03,45.390625,45.40625,45.0625,45.328125,27.532055,183400
1994-05-04,45.421875,45.421875,45.078125,45.25,27.484585,401900
1994-05-05,45.296875,45.375,45.1875,45.1875,27.446619000000002,659800
1994-05-06,44.96875,44.96875,44.59375,44.75,27.180912,216300
1994-05-09,44.625,44.75,44.28125,44.359375,26.943632,499300
1994-05-10,44.578125,44.84375,44.546875,44.703125,27.152434999999997,583400
1994-05-11,44.65625,44.71875,44.171875,44.296875,26.905671999999996,210600
1994-05-12,44.578125,44.625,44.40625,44.515625,27.038557,305200
1994-05-13,44.640625,44.640625,44.296875,44.515625,27.038557,321300
1994-05-16,44.609375,44.75,44.515625,44.53125,27.048046000000003,450400
1994-05-17,44.5625,45.1875,44.5,45.1875,27.446619000000002,470200
1994-05-18,45.21875,45.6875,45.015625,45.515625,27.645946999999996,824800
1994-05-19,45.421875,45.859375,45.421875,45.734375,27.778824,531000
1994-05-20,45.65625,45.6875,45.5,45.5625,27.674402,370400
1994-05-23,45.515625,45.53125,45.34375,45.484375,27.626959000000003,262700
1994-05-24,45.609375,45.84375,45.609375,45.671875,27.740849,549600
1994-05-25,45.5,45.828125,45.34375,45.796875,27.816765000000004,738200
1994-05-26,45.78125,45.9375,45.734375,45.828125,27.835749,369600
1994-05-27,45.75,45.875,45.671875,45.875,27.86422,162000
1994-05-31,45.734375,45.90625,45.65625,45.8125,27.826265000000003,160000
1994-06-01,45.703125,46.015625,45.5625,46.015625,27.949627000000003,200500
1994-06-02,46.046875,46.046875,45.890625,45.96875,27.921169,55100
1994-06-03,46.0,46.390625,45.859375,46.234375,28.082487,550400
1994-06-06,46.328125,46.46875,46.1875,46.21875,28.073003999999997,99300
1994-06-07,46.140625,46.21875,46.03125,46.15625,28.035049,120600
1994-06-08,46.265625,46.265625,45.78125,45.78125,27.807278000000004,131900
1994-06-09,45.984375,46.03125,45.890625,46.03125,27.959121999999997,80500
1994-06-10,46.078125,46.203125,46.078125,46.109375,28.006578,83100
1994-06-13,46.046875,46.1875,46.03125,46.171875,28.044527000000002,109700
1994-06-14,46.3125,46.546875,46.3125,46.53125,28.262819,161000
1994-06-15,46.546875,46.5625,46.3125,46.34375,28.148934999999998,142800
1994-06-16,46.34375,46.46875,46.296875,46.4375,28.205881,44000
1994-06-17,46.15625,46.203125,45.8125,45.875,28.048446999999996,403800
1994-06-20,45.546875,45.625,45.4375,45.484375,27.80961,137400
1994-06-21,45.453125,45.453125,44.90625,45.09375,27.570786,139200
1994-06-22,45.21875,45.421875,45.171875,45.265625,27.675856,279900
1994-06-23,45.34375,45.40625,44.9375,45.0,27.513453000000002,922500
1994-06-24,44.78125,44.78125,44.0,44.0625,26.940262,353800
1994-06-27,44.234375,44.828125,44.015625,44.828125,27.408378999999996,371200
1994-06-28,44.84375,44.84375,44.25,44.609375,27.274626,5382300
1994-06-29,44.671875,45.015625,44.625,44.75,27.360613,311800
1994-06-30,44.828125,44.84375,44.3125,44.46875,27.188643,271900
1994-07-01,44.6875,44.6875,44.375,44.5625,27.245959999999997,406900
1994-07-05,44.65625,44.859375,44.515625,44.796875,27.389265,112000
1994-07-06,44.625,44.8125,44.46875,44.734375,27.351051000000002,174800
1994-07-07,44.734375,44.921875,44.6875,44.921875,27.465708000000003,66700
1994-07-08,44.640625,44.984375,44.625,44.90625,27.456146,148400
1994-07-11,44.9375,45.015625,44.53125,44.75,27.360613,124000
1994-07-12,44.765625,44.828125,44.515625,44.8125,27.398815000000003,257300
1994-07-13,44.828125,45.03125,44.828125,44.890625,27.4466,532700
1994-07-14,45.109375,45.46875,45.078125,45.375,27.742731,494200
1994-07-15,45.34375,45.484375,45.328125,45.390625,27.752295,49100
1994-07-18,45.390625,45.578125,45.390625,45.46875,27.800058,72300
1994-07-19,45.546875,45.5625,45.375,45.375,27.742731,609500
1994-07-20,45.40625,45.40625,45.0625,45.171875,27.618541999999998,185300
1994-07-21,45.171875,45.296875,45.078125,45.265625,27.675856,86300
1994-07-22,45.375,45.40625,45.25,45.34375,27.723629,151600
1994-07-25,45.359375,45.453125,45.3125,45.40625,27.761846999999996,120900
1994-07-26,45.390625,45.421875,45.3125,45.359375,27.733181,489600
1994-07-27,45.359375,45.359375,45.171875,45.359375,27.733181,83200
1994-07-28,45.359375,45.578125,45.359375,45.453125,27.790506,828200
1994-07-29,45.765625,46.046875,45.75,45.90625,28.067553999999998,459100
1994-08-01,45.9375,46.15625,45.890625,46.125,28.201288,486300
1994-08-02,46.28125,46.375,46.03125,46.1875,28.239515,505500
1994-08-03,46.171875,46.234375,46.09375,46.203125,28.249071,144100
1994-08-04,46.171875,46.21875,45.921875,45.9375,28.086662,231700
1994-08-05,45.703125,45.84375,45.65625,45.78125,27.991121000000003,138400
1994-08-08,45.828125,45.9375,45.78125,45.890625,28.058006,328600
1994-08-09,45.71875,45.96875,45.71875,45.96875,28.105767999999998,105900
1994-08-10,46.0,46.1875,45.9375,46.140625,28.210835999999997,840300
1994-08-11,46.03125,46.234375,45.734375,45.96875,28.105767999999998,876200
1994-08-12,46.046875,46.34375,46.046875,46.328125,28.325481,184100
1994-08-15,46.375,46.484375,46.3125,46.3125,28.315943,325900
1994-08-16,46.34375,46.6875,46.15625,46.640625,28.516540999999997,1089500
1994-08-17,46.703125,46.734375,46.578125,46.609375,28.497444,133700
1994-08-18,46.453125,46.5625,46.40625,46.453125,28.401896999999998,620000
