#{"t_start": 1624622594.674182, "env_id": null}
r,l,t
101.2218,201,11.429663
-13.216942,201,11.429745
39.961777,201,11.429763
115.1866,201,11.429777
-3.0810773,201,11.429791
9.631738,201,11.429805
-46.017426,201,11.429817
-6.2813473,201,11.42983
70.57923,201,11.429843
1.6521198,201,11.42986
21.316216,201,11.429872
50.673332,201,11.429885
157.09364,201,11.429897
211.95856,201,11.429911
-53.214718,201,11.429924
93.705765,201,11.429937
35.782455,201,11.42995
-115.084404,201,11.429962
24.301592,201,11.429975
40.424934,201,11.429988
50.302845,201,21.025535
75.50925,201,21.025606
41.570168,201,21.025622
105.50579,201,21.025636
-28.03245,201,21.025649
39.740383,201,21.025662
-26.68306,201,21.025674
-12.138613,201,21.025687
62.563793,201,21.0257
3.1177542,201,21.025713
22.431828,201,21.025727
157.67725,201,21.025739
26.128426,201,21.025752
7.0500994,201,21.025764
53.068275,201,21.025778
8.379248,201,21.02579
10.048247,201,21.025803
13.177987,201,21.025815
-44.724762,201,21.025829
20.79028,201,21.025841
-15.446118,201,32.581092
36.116467,201,32.581167
-50.458076,201,32.581185
-73.15015,201,32.581201
54.34455,201,32.581215
-28.015928,201,32.581229
4.0956125,201,32.581242
27.64694,201,32.581255
-124.25539,201,32.581267
-28.210531,201,32.58128
26.759724,201,32.581293
-55.35878,201,32.581306
-64.93291,201,32.581319
35.44451,201,32.581332
6.679751,201,32.581345
-44.356083,201,32.581357
80.099976,201,32.581371
8.646065,201,32.581384
23.106024,201,32.581396
58.402103,201,32.581409
-55.895992,201,43.040251
24.836138,201,43.040323
37.120605,201,43.04034
150.24611,201,43.040354
17.396334,201,43.040367
112.6181,201,43.04038
-84.83005,201,43.040394
62.04083,201,43.040406
42.512714,201,43.040419
-21.72921,201,43.040431
-27.067394,201,43.040444
9.916044,201,43.040457
54.54235,201,43.040469
286.7457,201,43.040482
48.20636,201,43.040494
24.182573,201,43.040509
6.253982,201,43.040524
70.00259,201,43.040539
-36.742527,201,43.040552
47.61991,201,43.040566
-119.779,201,54.023845
107.59526,201,54.023921
50.421146,201,54.023937
29.54328,201,54.023951
1.0262887,201,54.023965
8.843275,201,54.023978
74.7201,201,54.023992
1.132294,201,54.024005
1.203137,201,54.024017
64.357475,201,54.02403
63.603844,201,54.024042
16.230267,201,54.024055
-25.335665,201,54.024067
29.172285,201,54.02408
-41.58672,201,54.024092
35.41984,201,54.024104
88.357735,201,54.024117
4.591785,201,54.024129
49.964893,201,54.024141
-81.21171,201,54.024154
136.72412,201,65.312612
27.547745,201,65.312698
36.169662,201,65.312724
-60.92825,201,65.312746
5.2442446,201,65.312766
16.678707,201,65.312785
196.88448,201,65.312804
19.924963,201,65.312824
17.508766,201,65.312844
58.007027,201,65.312863
12.769503,201,65.312883
36.84897,201,65.312903
-35.0061,201,65.312923
-28.27012,201,65.312942
5.489328,201,65.312962
-12.576417,201,65.312983
10.886763,201,65.313004
13.584301,201,65.313023
3.5859098,201,65.313042
61.502758,201,65.313062
29.631851,201,77.347146
181.70773,201,77.347227
-4.6033463,201,77.347247
99.781746,201,77.347264
112.73589,201,77.347281
29.771626,201,77.347298
0.47801808,201,77.347316
225.22838,201,77.347336
-69.09816,201,77.347355
83.68634,201,77.347372
113.39513,201,77.34739
140.94316,201,77.34741
3.440112,201,77.347429
25.22628,201,77.34745
64.61853,201,77.347469
-50.580647,201,77.347494
9.589949,201,77.347514
-81.20718,201,77.347534
-12.358311,201,77.347555
-58.57161,201,77.347575
0.29688787,201,88.156778
-85.70009,201,88.156863
8.672028,201,88.156889
-7.6095114,201,88.156911
181.49513,201,88.156931
-109.248505,201,88.15695
266.4231,201,88.15697
-1.0204023,201,88.156989
-5.060076,201,88.157009
35.304443,201,88.157028
27.806583,201,88.157047
-1.562538,201,88.157067
28.60505,201,88.157087
115.13298,201,88.157106
123.82575,201,88.157125
20.69553,201,88.157145
-0.5660219,201,88.157165
11.161492,201,88.157184
112.3216,201,88.157203
47.83085,201,88.157226
-25.812485,201,98.262899
169.86066,201,98.26299
109.12399,201,98.263016
-6.10492,201,98.263056
-2.194228,201,98.263078
67.46232,201,98.263099
-74.458755,201,98.26312
85.91348,201,98.26314
-20.255306,201,98.26316
10.089094,201,98.263182
29.100164,201,98.263202
148.2922,201,98.263223
72.66834,201,98.263243
31.49627,201,98.263263
-22.697784,201,98.263283
-87.349884,201,98.263304
-37.791954,201,98.263324
16.201288,201,98.263346
99.781166,201,98.263367
-73.26944,201,98.263387
1.5237682,201,108.829826
-49.451042,201,108.829914
7.7679214,201,108.829941
39.996468,201,108.829964
11.289202,201,108.829985
-33.34303,201,108.830005
38.15603,201,108.830025
280.49524,201,108.830045
44.37591,201,108.830066
34.041775,201,108.830086
145.9867,201,108.830106
14.685161,201,108.830126
-0.95746344,201,108.830146
32.98426,201,108.830166
-100.57996,201,108.830187
-7.174929,201,108.830208
-51.489525,201,108.830228
54.332016,201,108.830248
49.261555,201,108.830268
-15.342719,201,108.830289
83.228775,201,119.994328
187.91414,201,119.994407
283.96918,201,119.994425
176.07991,201,119.994457
21.108402,201,119.994473
56.27962,201,119.994487
41.074,201,119.994499
-16.236597,201,119.994512
82.46735,201,119.994525
29.284288,201,119.994537
-79.517975,201,119.99455
32.55884,201,119.994563
22.411375,201,119.994575
