#{"t_start": 1624622618.0753102, "env_id": null}
r,l,t
10.607972,201,12.884457
-31.215734,201,12.884558
32.215485,201,12.88459
113.57942,201,12.884621
-67.898224,201,12.884646
127.67721,201,12.884671
-21.036615,201,12.884695
229.76707,201,12.884719
73.74919,201,12.884743
21.080315,201,12.884767
-0.33364516,201,12.884791
57.058327,201,12.884817
141.77037,201,12.884842
209.44783,201,12.884866
48.805607,201,12.884894
71.97434,201,12.884918
38.29308,201,12.884942
40.658424,201,12.884965
-88.181755,201,12.884989
-153.69421,201,12.885013
34.52572,201,24.139424
20.641544,201,24.13949
-71.07967,201,24.139506
12.201974,201,24.13952
84.6002,201,24.139532
-55.812416,201,24.139545
52.586887,201,24.139557
168.90341,201,24.139569
16.842525,201,24.139581
-24.287603,201,24.139594
14.67035,201,24.139606
4.8862963,201,24.139622
25.140512,201,24.139634
31.315693,201,24.139646
103.71364,201,24.139658
40.768734,201,24.13967
-33.717205,201,24.139682
8.60739,201,24.139694
4.078429,201,24.139706
-0.4445107,201,24.139719
-7.0940685,201,36.002086
-6.71763,201,36.002171
43.61463,201,36.002196
-56.690437,201,36.002216
-86.237724,201,36.002235
6.973794,201,36.002255
19.095333,201,36.002275
57.128998,201,36.002295
-22.538864,201,36.002314
40.812946,201,36.002333
95.977844,201,36.002352
105.67944,201,36.002372
-19.672329,201,36.002391
56.744473,201,36.002414
5.694168,201,36.002434
43.720894,201,36.002453
27.638418,201,36.002474
-22.436058,201,36.002494
10.1604395,201,36.002513
16.78449,201,36.002533
29.905754,201,47.188584
-144.12155,201,47.188687
4.9070663,201,47.188713
-39.93705,201,47.188735
-21.645536,201,47.188755
-5.86469,201,47.188775
41.660954,201,47.188797
-77.11629,201,47.188818
-31.808216,201,47.188842
19.407688,201,47.188867
-2.735996,201,47.188888
-86.65667,201,47.188908
60.55142,201,47.188928
73.09994,201,47.188948
-10.764551,201,47.18897
9.058792,201,47.188991
24.01133,201,47.189013
36.33263,201,47.189033
31.365728,201,47.189053
56.207134,201,47.189074
21.258236,201,58.625757
-26.271944,201,58.625846
-18.695189,201,58.625872
-78.867874,201,58.625894
47.908848,201,58.625915
12.662075,201,58.625936
30.978355,201,58.625956
65.8182,201,58.625977
-13.533669,201,58.625998
8.675528,201,58.626018
-10.042227,201,58.626036
-41.442398,201,58.626054
121.302216,201,58.626071
-18.440037,201,58.626088
1.5376538,201,58.626107
237.76999,201,58.626125
23.774862,201,58.626144
-14.584781,201,58.626165
-42.97229,201,58.626185
-36.225483,201,58.626203
-33.08221,201,70.274427
4.26474,201,70.2745
12.882939,201,70.274518
35.304047,201,70.274531
10.489809,201,70.274544
-24.413338,201,70.274557
-21.97469,201,70.274569
63.582718,201,70.274581
-44.556377,201,70.274593
-17.344027,201,70.274606
23.126106,201,70.274618
32.238777,201,70.274631
213.18011,201,70.274643
55.183205,201,70.274655
-47.045315,201,70.274668
78.74628,201,70.274681
5.1471276,201,70.274693
48.242794,201,70.274705
-36.282234,201,70.274718
117.384224,201,70.274731
1.8869967,201,81.485805
20.69826,201,81.4859
38.680923,201,81.485928
-102.44937,201,81.48595
1.0982453,201,81.48597
119.90894,201,81.485991
-5.1537066,201,81.486012
107.8107,201,81.486031
-6.666198,201,81.48605
-10.302166,201,81.48607
147.15173,201,81.48609
109.26058,201,81.486109
21.007233,201,81.486128
-107.696655,201,81.486147
24.040728,201,81.486167
210.40506,201,81.486187
50.776295,201,81.486206
10.732839,201,81.486225
131.52191,201,81.486244
1.935847,201,81.486264
61.411335,201,92.931233
-53.556797,201,92.931325
-51.04104,201,92.931342
-69.20156,201,92.931356
12.448081,201,92.93137
8.4757395,201,92.931382
69.4667,201,92.931395
75.85596,201,92.931407
-46.609756,201,92.93142
24.460691,201,92.931434
217.98256,201,92.931447
-21.955292,201,92.931459
182.85048,201,92.931471
-33.00789,201,92.931484
19.80182,201,92.931496
-8.37601,201,92.931509
18.16973,201,92.931522
55.012177,201,92.931535
94.55265,201,92.931547
9.472454,201,92.931561
61.148697,201,104.85266
-5.172987,201,104.852732
-19.047552,201,104.852765
47.881798,201,104.852779
175.25772,201,104.852792
76.05141,201,104.852805
58.593822,201,104.852817
198.54369,201,104.852829
73.91989,201,104.852842
140.59682,201,104.852854
-53.8146,201,104.852867
-12.600335,201,104.85288
-4.284682,201,104.852892
-28.360453,201,104.852904
146.87556,201,104.852916
-11.858588,201,104.852929
17.489702,201,104.852941
-12.190869,201,104.852955
-0.5791026,201,104.852968
43.681145,201,104.852981
-9.144134,201,116.303817
74.17132,201,116.303887
-81.42744,201,116.30391
-30.584286,201,116.30393
92.073265,201,116.30395
55.67648,201,116.303969
-45.87161,201,116.303989
6.5596395,201,116.304008
14.397321,201,116.304026
97.97237,201,116.304045
212.69907,201,116.304063
-77.79418,201,116.304082
49.604683,201,116.304101
60.057007,201,116.304121
-4.652986,201,116.30414
192.56514,201,116.304159
99.80853,201,116.304177
81.73304,201,116.304195
93.605736,201,116.304214
12.177938,201,116.304232
98.02923,201,127.702047
-0.0037044731,201,127.702119
1.3168758,201,127.702136
53.06074,201,127.702149
-22.51022,201,127.702162
59.589787,201,127.702174
58.90904,201,127.702187
-58.319836,201,127.702199
55.760246,201,127.702212
-98.1029,201,127.702225
117.48321,201,127.702239
208.63234,201,127.702252
69.18027,201,127.702264
122.806694,201,127.702276
77.0752,201,127.702288
-79.521805,201,127.702301
6.96058,201,127.702313
-4.104868,201,127.702326
78.216194,201,127.702338
-10.9036875,201,127.702351
26.223024,201,138.959499
108.92875,201,138.959581
-17.303568,201,138.959604
18.477108,201,138.959624
29.086784,201,138.959642
-86.60704,201,138.959661
9.9944935,201,138.95968
-24.4216,201,138.959698
-11.36576,201,138.959716
-27.93754,201,138.959733
-20.224247,201,138.959751
65.98572,201,138.959769
0.0015207641,201,138.959787
53.89382,201,138.959805
-20.10327,201,138.959825
132.90848,201,138.959843
-20.14988,201,138.959861
9.633956,201,138.959878
229.6051,201,138.959897
47.75526,201,138.959914
254.31093,201,151.179787
13.216829,201,151.179871
14.414116,201,151.179895
-3.5687177,201,151.179915
12.234934,201,151.179934
15.165514,201,151.179953
55.39873,201,151.179972
-81.40054,201,151.17999
74.75544,201,151.180008
80.72864,201,151.180027
-17.484856,201,151.180045
-68.40016,201,151.180064
-55.757473,201,151.180082
54.09678,201,151.180101
6.635906,201,151.18012
91.39652,201,151.180139
21.127182,201,151.180158
62.551792,201,151.180177
-22.28369,201,151.180195
75.45504,201,151.180214
9.466867,201,162.370984
-9.889605,201,162.371072
165.08958,201,162.371095
-78.641365,201,162.371111
-38.209137,201,162.371124
95.99712,201,162.371139
-39.94991,201,162.371153
12.139617,201,162.371166
140.78035,201,162.371179
-101.90438,201,162.371192
30.700558,201,162.371205
97.89563,201,162.371217
35.7928,201,162.37123
11.713589,201,162.371242
18.422588,201,162.371254
-23.84061,201,162.371267
69.57716,201,162.37128
63.464947,201,162.371293
46.425285,201,162.371305
28.351519,201,162.37133
-17.775387,201,173.786204
-70.4481,201,173.786283
20.393728,201,173.7863
20.490229,201,173.786315
-22.173326,201,173.786329
37.870358,201,173.786341
55.650497,201,173.786355
-42.643936,201,173.786368
3.5309064,201,173.786381
77.7916,201,173.786394
57.16695,201,173.786407
67.28414,201,173.78642
56.11342,201,173.786433
3.2602322,201,173.786445
52.820217,201,173.786458
-21.591747,201,173.786471
9.825271,201,173.786486
-1.9453292,201,173.786503
76.83455,201,173.786521
54.39585,201,173.786538
63.526283,201,185.192222
114.699776,201,185.192297
-4.637786,201,185.192313
-0.7077727,201,185.192327
34.439667,201,185.19234
19.46077,201,185.192353
46.592724,201,185.192366
9.041415,201,185.192379
51.467815,201,185.192392
-44.942253,201,185.192404
-105.36937,201,185.192416
2.5128274,201,185.192429
