#{"t_start": 1624598664.8781724, "env_id": null}
r,l,t
126.78582,201,15.559836
-23.358047,201,15.559936
231.59991,201,15.559961
54.498337,201,15.559981
104.003975,201,15.560001
52.5114,201,15.560021
17.757427,201,15.560041
-52.08121,201,15.560061
83.18483,201,15.56008
-2.684529,201,15.560102
-8.823739,201,15.56012
146.5751,201,15.560138
50.04773,201,15.560157
31.29148,201,15.560176
101.65984,201,15.560194
31.747856,201,15.560214
82.08859,201,15.560233
-7.474622,201,15.560252
-2.8628097,201,15.560273
165.3453,201,15.560292
73.791336,201,28.216322
-13.46867,201,28.216437
9.871039,201,28.216463
-0.09092014,201,28.216484
247.1754,201,28.216506
144.85541,201,28.216526
3.7909458,201,28.216545
37.221485,201,28.216564
-6.1975646,201,28.216583
-47.2511,201,28.216604
343.3456,201,28.216623
33.680473,201,28.216643
18.253777,201,28.216662
64.50665,201,28.216684
-15.009269,201,28.216703
73.27339,201,28.216722
-39.7329,201,28.216744
-15.965665,201,28.216762
24.820042,201,28.216781
19.558271,201,28.2168
92.97991,201,42.115161
160.4177,201,42.115236
-59.246895,201,42.115252
7.4485283,201,42.115267
2.860246,201,42.115279
-43.403378,201,42.115292
55.68802,201,42.115304
13.879503,201,42.115319
-61.509098,201,42.115332
-60.832783,201,42.115345
2.0194094,201,42.115357
8.612274,201,42.11537
-12.202076,201,42.115382
-43.12798,201,42.115394
132.98717,201,42.115406
2.4104152,201,42.115418
171.46138,201,42.11543
-9.016179,201,42.115442
77.75691,201,42.115454
21.355389,201,42.115467
4.3585606,201,56.552109
295.67996,201,56.552211
58.85213,201,56.552237
13.667171,201,56.552257
-16.783676,201,56.552277
-8.515896,201,56.552296
87.105064,201,56.552318
-7.0009627,201,56.552338
34.254845,201,56.552356
-45.648502,201,56.552376
3.9489095,201,56.552395
76.32011,201,56.552414
2.6616538,201,56.552433
-124.237015,201,56.552454
34.17281,201,56.552475
-21.837578,201,56.552495
-18.76463,201,56.552515
40.360737,201,56.552534
108.14144,201,56.552553
46.908375,201,56.552572
16.213278,201,73.376795
-12.087998,201,73.376883
197.33719,201,73.376909
103.979004,201,73.37693
9.633922,201,73.37695
73.559875,201,73.37697
19.728071,201,73.37699
-1.1082137,201,73.37701
-48.257328,201,73.377032
3.2777858,201,73.377053
56.148396,201,73.377073
153.49083,201,73.377094
8.318735,201,73.377115
-28.797894,201,73.377136
-28.247267,201,73.377156
59.820408,201,73.377175
154.38684,201,73.377196
-22.813797,201,73.377214
72.38348,201,73.377234
11.583801,201,73.377252
31.704123,201,89.730971
39.573246,201,89.731071
24.02223,201,89.731097
13.664975,201,89.731119
63.691036,201,89.73114
9.785676,201,89.73116
193.28116,201,89.73118
146.75186,201,89.731201
6.3519454,201,89.73122
-10.390625,201,89.731243
-28.701561,201,89.731265
-26.352507,201,89.731285
-32.54383,201,89.731307
83.67431,201,89.731328
-46.1339,201,89.731348
235.15172,201,89.731369
9.844253,201,89.73139
39.447056,201,89.731412
-7.0024233,201,89.731433
11.896449,201,89.731454
13.185741,201,105.269068
-29.441244,201,105.269164
71.280624,201,105.26919
-27.051197,201,105.269212
-4.3502126,201,105.269234
39.21947,201,105.269256
-24.586405,201,105.269278
-47.733803,201,105.269298
-86.78605,201,105.269319
19.743385,201,105.269339
262.80923,201,105.269359
4.2439084,201,105.269379
2.346671,201,105.269399
113.89544,201,105.269419
-44.382957,201,105.269444
18.070927,201,105.269465
-78.62763,201,105.269485
35.832317,201,105.269505
-17.41758,201,105.269526
73.94591,201,105.269546
-13.405321,201,119.941384
12.693035,201,119.941483
-45.027653,201,119.941514
205.8794,201,119.941536
29.03436,201,119.941557
-23.49627,201,119.941577
2.153945,201,119.941598
-23.67228,201,119.941618
65.885506,201,119.941637
9.68469,201,119.941657
193.27217,201,119.941677
-109.51105,201,119.941697
12.709405,201,119.941717
-76.395485,201,119.941737
-15.382153,201,119.941757
-47.14954,201,119.941777
-45.478626,201,119.941797
37.690273,201,119.941817
38.0996,201,119.941837
15.838517,201,119.941862
48.107624,201,133.260572
39.691353,201,133.260686
5.6259475,201,133.260711
-42.893616,201,133.260732
249.94644,201,133.260752
19.63701,201,133.260771
110.49092,201,133.260789
-16.210155,201,133.260808
73.62487,201,133.260828
101.00545,201,133.260847
-59.24526,201,133.260866
117.0318,201,133.260885
82.07311,201,133.260903
15.07645,201,133.260922
22.788473,201,133.260941
38.37318,201,133.260962
156.011,201,133.260982
11.762824,201,133.261001
207.22406,201,133.26102
66.958694,201,133.261039
-0.97799104,201,146.551649
65.72271,201,146.551751
13.249431,201,146.551778
77.351265,201,146.551799
-12.522038,201,146.551819
122.77734,201,146.55184
208.20909,201,146.551859
-38.06188,201,146.551879
-51.97334,201,146.551898
184.13385,201,146.551917
21.203339,201,146.551936
1.9066848,201,146.551956
116.965866,201,146.551975
-26.473564,201,146.551993
-90.50912,201,146.552012
-19.051971,201,146.552032
219.02713,201,146.552052
26.191715,201,146.552072
-24.627195,201,146.552091
26.893312,201,146.552111
299.3517,201,160.098816
-17.093258,201,160.098904
159.33894,201,160.098932
25.389694,201,160.098954
34.40605,201,160.098975
-30.78404,201,160.098995
-31.735416,201,160.099016
14.672274,201,160.099036
19.301996,201,160.099056
180.1657,201,160.099077
81.261024,201,160.099097
17.384737,201,160.099117
114.44478,201,160.099137
19.794226,201,160.099157
-126.392715,201,160.099178
92.51489,201,160.099198
-58.865265,201,160.099218
261.1098,201,160.099238
95.91438,201,160.099258
78.850784,201,160.099277
